run,alpha,eps,beta,epochs,batch_size,hidden,dropout,seed,device,min_test_loss
sweep273,0.0005179474679231213,7.196856730011514e-06,0.5,100,128,128,0.2,42,cpu,1.82714632
sweep274,0.0005179474679231213,7.196856730011514e-06,0.57,100,128,128,0.2,42,cpu,17.59328195
sweep275,0.0005179474679231213,7.196856730011514e-06,0.64,100,128,128,0.2,42,cpu,46.93388059
sweep276,0.0005179474679231213,7.196856730011514e-06,0.71,100,128,128,0.2,42,cpu,6269.37341949
sweep277,0.0005179474679231213,7.196856730011514e-06,0.78,100,128,128,0.2,42,cpu,383.26481063
sweep278,0.0005179474679231213,7.196856730011514e-06,0.85,100,128,128,0.2,42,cpu,3.63805894
sweep279,0.0005179474679231213,7.196856730011514e-06,0.9199999999999999,100,128,128,0.2,42,cpu,59.57845626
sweep280,0.0005179474679231213,7.196856730011514e-06,0.99,100,128,128,0.2,42,cpu,170436991.5029126
sweep281,0.0005179474679231213,1.9306977288832496e-05,0.5,100,128,128,0.2,42,cpu,1.83115132
sweep282,0.0005179474679231213,1.9306977288832496e-05,0.57,100,128,128,0.2,42,cpu,1.78782977
sweep283,0.0005179474679231213,1.9306977288832496e-05,0.64,100,128,128,0.2,42,cpu,1.79430237
sweep284,0.0005179474679231213,1.9306977288832496e-05,0.71,100,128,128,0.2,42,cpu,27.69174891
sweep285,0.0005179474679231213,1.9306977288832496e-05,0.78,100,128,128,0.2,42,cpu,1.84336034
sweep286,0.0005179474679231213,1.9306977288832496e-05,0.85,100,128,128,0.2,42,cpu,1.81640631
sweep287,0.0005179474679231213,1.9306977288832496e-05,0.9199999999999999,100,128,128,0.2,42,cpu,2625.41507082
sweep288,0.0005179474679231213,1.9306977288832496e-05,0.99,100,128,128,0.2,42,cpu,36033.62723756
sweep289,0.0005179474679231213,5.1794746792312125e-05,0.5,100,128,128,0.2,42,cpu,1.80290244
sweep290,0.0005179474679231213,5.1794746792312125e-05,0.57,100,128,128,0.2,42,cpu,1.79398773
sweep291,0.0005179474679231213,5.1794746792312125e-05,0.64,100,128,128,0.2,42,cpu,16347.15308139
sweep292,0.0005179474679231213,5.1794746792312125e-05,0.71,100,128,128,0.2,42,cpu,1.79314603
sweep293,0.0005179474679231213,5.1794746792312125e-05,0.78,100,128,128,0.2,42,cpu,2.05176569
sweep294,0.0005179474679231213,5.1794746792312125e-05,0.85,100,128,128,0.2,42,cpu,15.29409623
sweep295,0.0005179474679231213,5.1794746792312125e-05,0.9199999999999999,100,128,128,0.2,42,cpu,195326408.66796115
sweep296,0.0005179474679231213,5.1794746792312125e-05,0.99,100,128,128,0.2,42,cpu,118131009587.69708
sweep297,0.0005179474679231213,0.00013894954943731373,0.5,100,128,128,0.2,42,cpu,18666.54831614
sweep298,0.0005179474679231213,0.00013894954943731373,0.57,100,128,128,0.2,42,cpu,1.87016904
sweep299,0.0005179474679231213,0.00013894954943731373,0.64,100,128,128,0.2,42,cpu,1.8644152
sweep300,0.0005179474679231213,0.00013894954943731373,0.71,100,128,128,0.2,42,cpu,76.65440509
sweep301,0.0005179474679231213,0.00013894954943731373,0.78,100,128,128,0.2,42,cpu,1963.47193805
sweep302,0.0005179474679231213,0.00013894954943731373,0.85,100,128,128,0.2,42,cpu,39133268.22135922
sweep303,0.0005179474679231213,0.00013894954943731373,0.9199999999999999,100,128,128,0.2,42,cpu,166.37585114
sweep304,0.0005179474679231213,0.00013894954943731373,0.99,100,128,128,0.2,42,cpu,23068341.10291262
sweep305,0.0005179474679231213,0.0003727593720314938,0.5,100,128,128,0.2,42,cpu,2.06861722
sweep306,0.0005179474679231213,0.0003727593720314938,0.57,100,128,128,0.2,42,cpu,1.80484662
sweep307,0.0005179474679231213,0.0003727593720314938,0.64,100,128,128,0.2,42,cpu,1.78827129
sweep308,0.0005179474679231213,0.0003727593720314938,0.71,100,128,128,0.2,42,cpu,1.93098873
sweep309,0.0005179474679231213,0.0003727593720314938,0.78,100,128,128,0.2,42,cpu,88001.06398665
sweep310,0.0005179474679231213,0.0003727593720314938,0.85,100,128,128,0.2,42,cpu,559325.97795813
sweep311,0.0005179474679231213,0.0003727593720314938,0.9199999999999999,100,128,128,0.2,42,cpu,142041295.5961165
sweep312,0.0005179474679231213,0.0003727593720314938,0.99,100,128,128,0.2,42,cpu,1028954633.0718447
sweep313,0.0005179474679231213,0.001,0.5,100,128,128,0.2,42,cpu,1.85237378
sweep314,0.0005179474679231213,0.001,0.57,100,128,128,0.2,42,cpu,2.2613076
sweep315,0.0005179474679231213,0.001,0.64,100,128,128,0.2,42,cpu,1.79152194
sweep316,0.0005179474679231213,0.001,0.71,100,128,128,0.2,42,cpu,32.52688548
sweep317,0.0005179474679231213,0.001,0.78,100,128,128,0.2,42,cpu,1.3386435654226841e+35
sweep318,0.0005179474679231213,0.001,0.85,100,128,128,0.2,42,cpu,26535.38801198
sweep319,0.0005179474679231213,0.001,0.9199999999999999,100,128,128,0.2,42,cpu,3.01395492
sweep320,0.0005179474679231213,0.001,0.99,100,128,128,0.2,42,cpu,11126.31125796
sweep321,0.0013894954943731374,1e-06,0.5,100,128,128,0.2,42,cpu,1.9439999
sweep322,0.0013894954943731374,1e-06,0.57,100,128,128,0.2,42,cpu,1.79086097
sweep323,0.0013894954943731374,1e-06,0.64,100,128,128,0.2,42,cpu,1.78746777
sweep324,0.0013894954943731374,1e-06,0.71,100,128,128,0.2,42,cpu,1.8217714
sweep325,0.0013894954943731374,1e-06,0.78,100,128,128,0.2,42,cpu,17.42570604
sweep326,0.0013894954943731374,1e-06,0.85,100,128,128,0.2,42,cpu,1.87449925
sweep327,0.0013894954943731374,1e-06,0.9199999999999999,100,128,128,0.2,42,cpu,179247.43067354
sweep328,0.0013894954943731374,1e-06,0.99,100,128,128,0.2,42,cpu,20587.00391004
sweep329,0.0013894954943731374,2.6826957952797274e-06,0.5,100,128,128,0.2,42,cpu,1.80464795
sweep330,0.0013894954943731374,2.6826957952797274e-06,0.57,100,128,128,0.2,42,cpu,1.80515048
sweep331,0.0013894954943731374,2.6826957952797274e-06,0.64,100,128,128,0.2,42,cpu,1.79108888
sweep332,0.0013894954943731374,2.6826957952797274e-06,0.71,100,128,128,0.2,42,cpu,12.67593941
sweep333,0.0013894954943731374,2.6826957952797274e-06,0.78,100,128,128,0.2,42,cpu,1032.67816115
sweep334,0.0013894954943731374,2.6826957952797274e-06,0.85,100,128,128,0.2,42,cpu,26042.20739154
sweep335,0.0013894954943731374,2.6826957952797274e-06,0.9199999999999999,100,128,128,0.2,42,cpu,33.7060101
sweep336,0.0013894954943731374,2.6826957952797274e-06,0.99,100,128,128,0.2,42,cpu,8569.64432077
sweep337,0.0013894954943731374,7.196856730011514e-06,0.5,100,128,128,0.2,42,cpu,38.16830379
sweep338,0.0013894954943731374,7.196856730011514e-06,0.57,100,128,128,0.2,42,cpu,1.80800724
sweep339,0.0013894954943731374,7.196856730011514e-06,0.64,100,128,128,0.2,42,cpu,19.99373452
sweep340,0.0013894954943731374,7.196856730011514e-06,0.71,100,128,128,0.2,42,cpu,457.04112857
sweep341,0.0013894954943731374,7.196856730011514e-06,0.78,100,128,128,0.2,42,cpu,32.70657852
sweep342,0.0013894954943731374,7.196856730011514e-06,0.85,100,128,128,0.2,42,cpu,55219.7549378
sweep343,0.0013894954943731374,7.196856730011514e-06,0.9199999999999999,100,128,128,0.2,42,cpu,18221520.24854369
sweep344,0.0013894954943731374,7.196856730011514e-06,0.99,100,128,128,0.2,42,cpu,16103.40703504
sweep345,0.0013894954943731374,1.9306977288832496e-05,0.5,100,128,128,0.2,42,cpu,1.80276962
sweep346,0.0013894954943731374,1.9306977288832496e-05,0.57,100,128,128,0.2,42,cpu,1.80147157
sweep347,0.0013894954943731374,1.9306977288832496e-05,0.64,100,128,128,0.2,42,cpu,1.83769079
sweep348,0.0013894954943731374,1.9306977288832496e-05,0.71,100,128,128,0.2,42,cpu,1.78801817
sweep349,0.0013894954943731374,1.9306977288832496e-05,0.78,100,128,128,0.2,42,cpu,2218.45649367
sweep350,0.0013894954943731374,1.9306977288832496e-05,0.85,100,128,128,0.2,42,cpu,70.70492052
sweep351,0.0013894954943731374,1.9306977288832496e-05,0.9199999999999999,100,128,128,0.2,42,cpu,33.66418136
sweep352,0.0013894954943731374,1.9306977288832496e-05,0.99,100,128,128,0.2,42,cpu,197361.03149272
sweep353,0.0013894954943731374,5.1794746792312125e-05,0.5,100,128,128,0.2,42,cpu,3.27405962
sweep354,0.0013894954943731374,5.1794746792312125e-05,0.57,100,128,128,0.2,42,cpu,1.80327485
sweep355,0.0013894954943731374,5.1794746792312125e-05,0.64,100,128,128,0.2,42,cpu,1.8008064
sweep356,0.0013894954943731374,5.1794746792312125e-05,0.71,100,128,128,0.2,42,cpu,2.47909782
sweep357,0.0013894954943731374,5.1794746792312125e-05,0.78,100,128,128,0.2,42,cpu,272.0449625
sweep358,0.0013894954943731374,5.1794746792312125e-05,0.85,100,128,128,0.2,42,cpu,232129.81652002
sweep359,0.0013894954943731374,5.1794746792312125e-05,0.9199999999999999,100,128,128,0.2,42,cpu,40.50467256
sweep360,0.0013894954943731374,5.1794746792312125e-05,0.99,100,128,128,0.2,42,cpu,48762.43331311
sweep361,0.0013894954943731374,0.00013894954943731373,0.5,100,128,128,0.2,42,cpu,1.80008426
sweep362,0.0013894954943731374,0.00013894954943731373,0.57,100,128,128,0.2,42,cpu,1.87920979
sweep363,0.0013894954943731374,0.00013894954943731373,0.64,100,128,128,0.2,42,cpu,9.71319446
sweep364,0.0013894954943731374,0.00013894954943731373,0.71,100,128,128,0.2,42,cpu,52.07969061
sweep365,0.0013894954943731374,0.00013894954943731373,0.78,100,128,128,0.2,42,cpu,11927.69340109
sweep366,0.0013894954943731374,0.00013894954943731373,0.85,100,128,128,0.2,42,cpu,23269.71283753
sweep367,0.0013894954943731374,0.00013894954943731373,0.9199999999999999,100,128,128,0.2,42,cpu,17783.02335786
sweep368,0.0013894954943731374,0.00013894954943731373,0.99,100,128,128,0.2,42,cpu,8124925362.454369
sweep369,0.0013894954943731374,0.0003727593720314938,0.5,100,128,128,0.2,42,cpu,11.55303245
sweep370,0.0013894954943731374,0.0003727593720314938,0.57,100,128,128,0.2,42,cpu,311.99175074
sweep371,0.0013894954943731374,0.0003727593720314938,0.64,100,128,128,0.2,42,cpu,45.09996379
sweep372,0.0013894954943731374,0.0003727593720314938,0.71,100,128,128,0.2,42,cpu,134.6180249
sweep373,0.0013894954943731374,0.0003727593720314938,0.78,100,128,128,0.2,42,cpu,1.85644303
sweep374,0.0013894954943731374,0.0003727593720314938,0.85,100,128,128,0.2,42,cpu,71.91526482
sweep375,0.0013894954943731374,0.0003727593720314938,0.9199999999999999,100,128,128,0.2,42,cpu,1694.7899151
sweep376,0.0013894954943731374,0.0003727593720314938,0.99,100,128,128,0.2,42,cpu,3695886.79320388
sweep377,0.0013894954943731374,0.001,0.5,100,128,128,0.2,42,cpu,2.67349309
sweep378,0.0013894954943731374,0.001,0.57,100,128,128,0.2,42,cpu,199.13111709
sweep379,0.0013894954943731374,0.001,0.64,100,128,128,0.2,42,cpu,519.67174926
sweep380,0.0013894954943731374,0.001,0.71,100,128,128,0.2,42,cpu,2857.08689178
sweep381,0.0013894954943731374,0.001,0.78,100,128,128,0.2,42,cpu,6.97491293
sweep382,0.0013894954943731374,0.001,0.85,100,128,128,0.2,42,cpu,21719.53607782
sweep383,0.0013894954943731374,0.001,0.9199999999999999,100,128,128,0.2,42,cpu,233.30457358
sweep384,0.0013894954943731374,0.001,0.99,100,128,128,0.2,42,cpu,121373070.83495146
sweep385,0.003727593720314938,1e-06,0.5,100,128,128,0.2,42,cpu,1.89173072
sweep386,0.003727593720314938,1e-06,0.57,100,128,128,0.2,42,cpu,1.79972227
sweep387,0.003727593720314938,1e-06,0.64,100,128,128,0.2,42,cpu,1.87664297
sweep388,0.003727593720314938,1e-06,0.71,100,128,128,0.2,42,cpu,7.15480069
sweep389,0.003727593720314938,1e-06,0.78,100,128,128,0.2,42,cpu,727.76501441
sweep390,0.003727593720314938,1e-06,0.85,100,128,128,0.2,42,cpu,1.84647714
sweep391,0.003727593720314938,1e-06,0.9199999999999999,100,128,128,0.2,42,cpu,35836.00353838
sweep392,0.003727593720314938,1e-06,0.99,100,128,128,0.2,42,cpu,68798091685.53009
sweep393,0.003727593720314938,2.6826957952797274e-06,0.5,100,128,128,0.2,42,cpu,2.00455781
sweep394,0.003727593720314938,2.6826957952797274e-06,0.57,100,128,128,0.2,42,cpu,2.72379009
sweep395,0.003727593720314938,2.6826957952797274e-06,0.64,100,128,128,0.2,42,cpu,1.85748957
sweep396,0.003727593720314938,2.6826957952797274e-06,0.71,100,128,128,0.2,42,cpu,1.85306789
sweep397,0.003727593720314938,2.6826957952797274e-06,0.78,100,128,128,0.2,42,cpu,197.31870336
sweep398,0.003727593720314938,2.6826957952797274e-06,0.85,100,128,128,0.2,42,cpu,4848718.97961165
sweep399,0.003727593720314938,2.6826957952797274e-06,0.9199999999999999,100,128,128,0.2,42,cpu,58440.64704945
sweep400,0.003727593720314938,2.6826957952797274e-06,0.99,100,128,128,0.2,42,cpu,750742564.2873787
sweep401,0.003727593720314938,7.196856730011514e-06,0.5,100,128,128,0.2,42,cpu,12.25271513
sweep402,0.003727593720314938,7.196856730011514e-06,0.57,100,128,128,0.2,42,cpu,13.7150861
sweep403,0.003727593720314938,7.196856730011514e-06,0.64,100,128,128,0.2,42,cpu,16.33540445
sweep404,0.003727593720314938,7.196856730011514e-06,0.71,100,128,128,0.2,42,cpu,169510382.66504854
sweep405,0.003727593720314938,7.196856730011514e-06,0.78,100,128,128,0.2,42,cpu,208.87373924
sweep406,0.003727593720314938,7.196856730011514e-06,0.85,100,128,128,0.2,42,cpu,6.12726939
sweep407,0.003727593720314938,7.196856730011514e-06,0.9199999999999999,100,128,128,0.2,42,cpu,18235023602.57864
sweep408,0.003727593720314938,7.196856730011514e-06,0.99,100,128,128,0.2,42,cpu,216096.48971481
sweep409,0.003727593720314938,1.9306977288832496e-05,0.5,100,128,128,0.2,42,cpu,2.01879839
sweep410,0.003727593720314938,1.9306977288832496e-05,0.57,100,128,128,0.2,42,cpu,2.10079338
sweep411,0.003727593720314938,1.9306977288832496e-05,0.64,100,128,128,0.2,42,cpu,1.79498955
sweep412,0.003727593720314938,1.9306977288832496e-05,0.71,100,128,128,0.2,42,cpu,405.40981463
sweep413,0.003727593720314938,1.9306977288832496e-05,0.78,100,128,128,0.2,42,cpu,4.09869391
sweep414,0.003727593720314938,1.9306977288832496e-05,0.85,100,128,128,0.2,42,cpu,1.9181791
sweep415,0.003727593720314938,1.9306977288832496e-05,0.9199999999999999,100,128,128,0.2,42,cpu,829.47756288
sweep416,0.003727593720314938,1.9306977288832496e-05,0.99,100,128,128,0.2,42,cpu,586120114.454369
sweep417,0.003727593720314938,5.1794746792312125e-05,0.5,100,128,128,0.2,42,cpu,1.79986224
sweep418,0.003727593720314938,5.1794746792312125e-05,0.57,100,128,128,0.2,42,cpu,10.63558327
sweep419,0.003727593720314938,5.1794746792312125e-05,0.64,100,128,128,0.2,42,cpu,1.85500909
sweep420,0.003727593720314938,5.1794746792312125e-05,0.71,100,128,128,0.2,42,cpu,1.84945766
sweep421,0.003727593720314938,5.1794746792312125e-05,0.78,100,128,128,0.2,42,cpu,542672.96001214
sweep422,0.003727593720314938,5.1794746792312125e-05,0.85,100,128,128,0.2,42,cpu,95986130.0815534
sweep423,0.003727593720314938,5.1794746792312125e-05,0.9199999999999999,100,128,128,0.2,42,cpu,802.69522018
sweep424,0.003727593720314938,5.1794746792312125e-05,0.99,100,128,128,0.2,42,cpu,2485216.05145631
sweep425,0.003727593720314938,0.00013894954943731373,0.5,100,128,128,0.2,42,cpu,1.80911519
sweep426,0.003727593720314938,0.00013894954943731373,0.57,100,128,128,0.2,42,cpu,1.82883731
sweep427,0.003727593720314938,0.00013894954943731373,0.64,100,128,128,0.2,42,cpu,1.78733048
sweep428,0.003727593720314938,0.00013894954943731373,0.71,100,128,128,0.2,42,cpu,63138.58525485
sweep429,0.003727593720314938,0.00013894954943731373,0.78,100,128,128,0.2,42,cpu,6.56395971
sweep430,0.003727593720314938,0.00013894954943731373,0.85,100,128,128,0.2,42,cpu,7.0389165
sweep431,0.003727593720314938,0.00013894954943731373,0.9199999999999999,100,128,128,0.2,42,cpu,2596896.45776699
sweep432,0.003727593720314938,0.00013894954943731373,0.99,100,128,128,0.2,42,cpu,32985478539.681553
sweep433,0.003727593720314938,0.0003727593720314938,0.5,100,128,128,0.2,42,cpu,1.7871234
sweep434,0.003727593720314938,0.0003727593720314938,0.57,100,128,128,0.2,42,cpu,1.79306268
sweep435,0.003727593720314938,0.0003727593720314938,0.64,100,128,128,0.2,42,cpu,1.83819772
sweep436,0.003727593720314938,0.0003727593720314938,0.71,100,128,128,0.2,42,cpu,727612.36371359
sweep437,0.003727593720314938,0.0003727593720314938,0.78,100,128,128,0.2,42,cpu,3539.30365073
sweep438,0.003727593720314938,0.0003727593720314938,0.85,100,128,128,0.2,42,cpu,46.94596296
sweep439,0.003727593720314938,0.0003727593720314938,0.9199999999999999,100,128,128,0.2,42,cpu,15.26202401
sweep440,0.003727593720314938,0.0003727593720314938,0.99,100,128,128,0.2,42,cpu,21227.08273665
sweep441,0.003727593720314938,0.001,0.5,100,128,128,0.2,42,cpu,7.50228826
sweep442,0.003727593720314938,0.001,0.57,100,128,128,0.2,42,cpu,1.78794035
sweep443,0.003727593720314938,0.001,0.64,100,128,128,0.2,42,cpu,98.5570463
sweep444,0.003727593720314938,0.001,0.71,100,128,128,0.2,42,cpu,250.20457159
sweep445,0.003727593720314938,0.001,0.78,100,128,128,0.2,42,cpu,37160.72676729
sweep446,0.003727593720314938,0.001,0.85,100,128,128,0.2,42,cpu,1.82161157
sweep447,0.003727593720314938,0.001,0.9199999999999999,100,128,128,0.2,42,cpu,1574.55272869
sweep448,0.003727593720314938,0.001,0.99,100,128,128,0.2,42,cpu,77440.22465109
sweep449,0.01,1e-06,0.5,100,128,128,0.2,42,cpu,1.7871444
sweep450,0.01,1e-06,0.57,100,128,128,0.2,42,cpu,1.86461227
sweep451,0.01,1e-06,0.64,100,128,128,0.2,42,cpu,11.41875391
sweep452,0.01,1e-06,0.71,100,128,128,0.2,42,cpu,85.61213487
sweep453,0.01,1e-06,0.78,100,128,128,0.2,42,cpu,386.82112148
sweep454,0.01,1e-06,0.85,100,128,128,0.2,42,cpu,124579866.31456311
sweep455,0.01,1e-06,0.9199999999999999,100,128,128,0.2,42,cpu,2721082.09126214
sweep456,0.01,1e-06,0.99,100,128,128,0.2,42,cpu,16554.03328277
sweep457,0.01,2.6826957952797274e-06,0.5,100,128,128,0.2,42,cpu,1.79875476
sweep458,0.01,2.6826957952797274e-06,0.57,100,128,128,0.2,42,cpu,4.13560055
sweep459,0.01,2.6826957952797274e-06,0.64,100,128,128,0.2,42,cpu,30.94691381
sweep460,0.01,2.6826957952797274e-06,0.71,100,128,128,0.2,42,cpu,2219.25382045
sweep461,0.01,2.6826957952797274e-06,0.78,100,128,128,0.2,42,cpu,1.79875859
sweep462,0.01,2.6826957952797274e-06,0.85,100,128,128,0.2,42,cpu,20132259.15728156
sweep463,0.01,2.6826957952797274e-06,0.9199999999999999,100,128,128,0.2,42,cpu,69.91830744
sweep464,0.01,2.6826957952797274e-06,0.99,100,128,128,0.2,42,cpu,inf
sweep465,0.01,7.196856730011514e-06,0.5,100,128,128,0.2,42,cpu,1.90937608
sweep466,0.01,7.196856730011514e-06,0.57,100,128,128,0.2,42,cpu,984.21324795
sweep467,0.01,7.196856730011514e-06,0.64,100,128,128,0.2,42,cpu,6061.58419201
sweep468,0.01,7.196856730011514e-06,0.71,100,128,128,0.2,42,cpu,2428.44220006
sweep469,0.01,7.196856730011514e-06,0.78,100,128,128,0.2,42,cpu,179.73786067
sweep470,0.01,7.196856730011514e-06,0.85,100,128,128,0.2,42,cpu,2516556412.768932
sweep471,0.01,7.196856730011514e-06,0.9199999999999999,100,128,128,0.2,42,cpu,2.02587326
sweep472,0.01,7.196856730011514e-06,0.99,100,128,128,0.2,42,cpu,5646854.01067961
sweep473,0.01,1.9306977288832496e-05,0.5,100,128,128,0.2,42,cpu,1.78721099
sweep474,0.01,1.9306977288832496e-05,0.57,100,128,128,0.2,42,cpu,1.89360518
sweep475,0.01,1.9306977288832496e-05,0.64,100,128,128,0.2,42,cpu,1.81178358
sweep476,0.01,1.9306977288832496e-05,0.71,100,128,128,0.2,42,cpu,1426910374.0271845
sweep477,0.01,1.9306977288832496e-05,0.78,100,128,128,0.2,42,cpu,12171.45704452
sweep478,0.01,1.9306977288832496e-05,0.85,100,128,128,0.2,42,cpu,407193.7306432
sweep479,0.01,1.9306977288832496e-05,0.9199999999999999,100,128,128,0.2,42,cpu,37.45116764
sweep480,0.01,1.9306977288832496e-05,0.99,100,128,128,0.2,42,cpu,20622336.92815534
sweep481,0.01,5.1794746792312125e-05,0.5,100,128,128,0.2,42,cpu,1.8084094
sweep482,0.01,5.1794746792312125e-05,0.57,100,128,128,0.2,42,cpu,1.88652997
sweep483,0.01,5.1794746792312125e-05,0.64,100,128,128,0.2,42,cpu,1.78822065
sweep484,0.01,5.1794746792312125e-05,0.71,100,128,128,0.2,42,cpu,1.96482791
sweep485,0.01,5.1794746792312125e-05,0.78,100,128,128,0.2,42,cpu,8977.2879532
sweep486,0.01,5.1794746792312125e-05,0.85,100,128,128,0.2,42,cpu,1.84233415
sweep487,0.01,5.1794746792312125e-05,0.9199999999999999,100,128,128,0.2,42,cpu,70.56389299
sweep488,0.01,5.1794746792312125e-05,0.99,100,128,128,0.2,42,cpu,2530494269.1417475
sweep489,0.01,0.00013894954943731373,0.5,100,128,128,0.2,42,cpu,9.6701553
sweep490,0.01,0.00013894954943731373,0.57,100,128,128,0.2,42,cpu,229.37463509
sweep491,0.01,0.00013894954943731373,0.64,100,128,128,0.2,42,cpu,1.95027541
sweep492,0.01,0.00013894954943731373,0.71,100,128,128,0.2,42,cpu,1.80908608
sweep493,0.01,0.00013894954943731373,0.78,100,128,128,0.2,42,cpu,2154250.78859223
sweep494,0.01,0.00013894954943731373,0.85,100,128,128,0.2,42,cpu,17788.59363812
sweep495,0.01,0.00013894954943731373,0.9199999999999999,100,128,128,0.2,42,cpu,51.67615126
sweep496,0.01,0.00013894954943731373,0.99,100,128,128,0.2,42,cpu,117987413674.00389
sweep497,0.01,0.0003727593720314938,0.5,100,128,128,0.2,42,cpu,1.80703917
sweep498,0.01,0.0003727593720314938,0.57,100,128,128,0.2,42,cpu,1.79345639
sweep499,0.01,0.0003727593720314938,0.64,100,128,128,0.2,42,cpu,1.81748953
sweep500,0.01,0.0003727593720314938,0.71,100,128,128,0.2,42,cpu,1.82393175
sweep501,0.01,0.0003727593720314938,0.78,100,128,128,0.2,42,cpu,1.78821444
sweep502,0.01,0.0003727593720314938,0.85,100,128,128,0.2,42,cpu,10933.48705533
sweep503,0.01,0.0003727593720314938,0.9199999999999999,100,128,128,0.2,42,cpu,69.06014188
sweep504,0.01,0.0003727593720314938,0.99,100,128,128,0.2,42,cpu,7980744.17281553
sweep505,0.01,0.001,0.5,100,128,128,0.2,42,cpu,7.35971685
sweep506,0.01,0.001,0.57,100,128,128,0.2,42,cpu,1.78667203
sweep507,0.01,0.001,0.64,100,128,128,0.2,42,cpu,1.91552027
sweep508,0.01,0.001,0.71,100,128,128,0.2,42,cpu,6.8142705
sweep509,0.01,0.001,0.78,100,128,128,0.2,42,cpu,755171.91929612
sweep510,0.01,0.001,0.85,100,128,128,0.2,42,cpu,41.76271214
sweep511,0.01,0.001,0.9199999999999999,100,128,128,0.2,42,cpu,31636.14010922
sweep512,0.01,0.001,0.99,100,128,128,0.2,42,cpu,444509.88070388
1,sweep_dog_cnn_mnist_a=1.00e-08_e=1.00e-10_i=1,1e-08,1e-10,10,12,55,,
2,sweep_dog_cnn_mnist_a=1.00e-08_e=3.16e-10_i=2,1e-08,3.16e-10,10,12,55,,
1,sweep_dog_cnn_mnist_a=1.00e-08_e=1.00e-10_i=1,1e-08,1e-10,10,12,55,,
1,sweep_dog_cnn_mnist_a=1.00e-08_e=1.00e-10_i=1,1e-08,1e-10,10,12,55,2.30442872,0.1135
2,sweep_dog_cnn_mnist_a=1.00e-08_e=3.16e-10_i=2,1e-08,3.16e-10,10,12,55,2.30442872,0.1135
3,sweep_dog_cnn_mnist_a=1.00e-08_e=1.00e-09_i=3,1e-08,1e-09,10,12,55,2.30442872,0.1135
4,sweep_dog_cnn_mnist_a=1.00e-08_e=3.16e-09_i=4,1e-08,3.16e-09,10,12,55,2.30442872,0.1135
5,sweep_dog_cnn_mnist_a=1.00e-08_e=1.00e-08_i=5,1e-08,1e-08,10,12,55,2.30442872,0.1135
6,sweep_dog_cnn_mnist_a=1.00e-08_e=3.16e-08_i=6,1e-08,3.16e-08,10,12,55,2.30605646,0.1135
7,sweep_dog_cnn_mnist_a=1.00e-08_e=1.00e-07_i=7,1e-08,1e-07,10,12,55,2.31240685,0.1135
8,sweep_dog_cnn_mnist_a=3.16e-08_e=1.00e-10_i=8,3.16e-08,1e-10,10,12,55,2.3066233,0.1135
9,sweep_dog_cnn_mnist_a=3.16e-08_e=3.16e-10_i=9,3.16e-08,3.16e-10,10,12,55,2.3066233,0.1135
10,sweep_dog_cnn_mnist_a=3.16e-08_e=1.00e-09_i=10,3.16e-08,1e-09,10,12,55,2.3066233,0.1135
11,sweep_dog_cnn_mnist_a=3.16e-08_e=3.16e-09_i=11,3.16e-08,3.16e-09,10,12,55,2.3066233,0.1135
12,sweep_dog_cnn_mnist_a=3.16e-08_e=1.00e-08_i=12,3.16e-08,1e-08,10,12,55,4081347.668,0.1135
13,sweep_dog_cnn_mnist_a=3.16e-08_e=3.16e-08_i=13,3.16e-08,3.16e-08,10,12,55,9531.62877988,0.1135
14,sweep_dog_cnn_mnist_a=3.16e-08_e=1.00e-07_i=14,3.16e-08,1e-07,10,12,55,2.3078936,0.1135
15,sweep_dog_cnn_mnist_a=1.00e-07_e=1.00e-10_i=15,1e-07,1e-10,10,12,55,2.30337833,0.1135
16,sweep_dog_cnn_mnist_a=1.00e-07_e=3.16e-10_i=16,1e-07,3.16e-10,10,12,55,2.30337833,0.1135
17,sweep_dog_cnn_mnist_a=1.00e-07_e=1.00e-09_i=17,1e-07,1e-09,10,12,55,2.30337833,0.1135
18,sweep_dog_cnn_mnist_a=1.00e-07_e=3.16e-09_i=18,1e-07,3.16e-09,10,12,55,2.30339389,0.1135
19,sweep_dog_cnn_mnist_a=1.00e-07_e=1.00e-08_i=19,1e-07,1e-08,10,12,55,8840880.9618,0.1135
20,sweep_dog_cnn_mnist_a=1.00e-07_e=3.16e-08_i=20,1e-07,3.16e-08,10,12,55,2.30434527,0.1135
21,sweep_dog_cnn_mnist_a=1.00e-07_e=1.00e-07_i=21,1e-07,1e-07,10,12,55,46160.39910547,0.1135
22,sweep_dog_cnn_mnist_a=3.16e-07_e=1.00e-10_i=22,3.16e-07,1e-10,10,12,55,2.30462518,0.1135
23,sweep_dog_cnn_mnist_a=3.16e-07_e=3.16e-10_i=23,3.16e-07,3.16e-10,10,12,55,2.30462518,0.1135
24,sweep_dog_cnn_mnist_a=3.16e-07_e=1.00e-09_i=24,3.16e-07,1e-09,10,12,55,2.30462518,0.1135
25,sweep_dog_cnn_mnist_a=3.16e-07_e=3.16e-09_i=25,3.16e-07,3.16e-09,10,12,55,2.32994456,0.1135
26,sweep_dog_cnn_mnist_a=3.16e-07_e=1.00e-08_i=26,3.16e-07,1e-08,10,12,55,65140.79870469,0.1032
